thisN,thisTrialN,thisRepN,set_size,target_present,condition_type,corr_resp,prac_key_resp.keys,prac_key_resp.corr,prac_key_resp.rt,prac_key_resp.duration,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_rest.keys,key_rest.rt,key_rest.duration,practice_repeat_loop.thisRepN,practice_repeat_loop.thisTrialN,practice_repeat_loop.thisN,practice_repeat_loop.thisIndex,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,formal_loop.thisRepN,formal_loop.thisTrialN,formal_loop.thisN,formal_loop.thisIndex,thisRow.t,notes,piloting,start.started,open_text.started,start_key.started,start.stopped,start_key.keys,start_key.rt,start_key.duration,instr_practice.started,prac_text.started,prac_key.started,instr_practice.stopped,prac_key.keys,prac_key.rt,prac_key.duration,reset_prac_acc.started,reset_prac_acc.stopped,fixation.started,fix_text.started,fixation.stopped,trial_prac.started,prac_key_resp.started,trial_prac.stopped,practice_loop.prac_key_resp.keys,practice_loop.prac_key_resp.corr,practice_loop.prac_key_resp.rt,practice_loop.prac_key_resp.duration,feedback.started,fb_text.started,feedback.stopped,ITI.started,ITI_text.started,ITI.stopped,prac_feedback.started,prac_fb_text.started,prac_feedback.stopped,instr_formal.started,formal_text.started,formal_key.started,instr_formal.stopped,formal_key.keys,formal_key.rt,formal_key.duration,trial.started,key_resp.started,trial.stopped,formal_loop.key_resp.keys,formal_loop.key_resp.corr,formal_loop.key_resp.rt,formal_loop.key_resp.duration,ITI_text.stopped,rest_routine.started,rest_routine.stopped,formal_loop.key_rest.keys,fix_text.stopped,rest_text.started,key_rest.started,formal_loop.key_rest.rt,formal_loop.key_rest.duration,thanks.started,thanks_text.started,thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
33,33,0,4,0,feature,left,,,,,left,1,0.7127998999785632,None,None,,,,,,,,,,,0,33,33,27,98.30895790003706,,,,,,,,,,,,,,,,,,,98.29899790004129,98.30895790003706,98.79596090002451,,,,,,,,,,,99.54528489999939,99.55857970000943,100.04523510002764,,,,,,,,,,,98.80289160000393,98.82460859999992,99.5452119000256,left,1,0.7127998999785632,None,100.05879010003991,100.04527100000996,100.04529770003865,None,98.82460859999992,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
34,34,0,24,1,conjunction,right,,,,,right,1,0.7093348000198603,None,None,,,,,,,,,,,0,34,34,20,100.05879010003991,,,,,,,,,,,,,,,,,,,100.04546640004264,100.05879010003991,100.54493269999512,,,,,,,,,,,101.36428030004026,101.37492309999652,101.86228400003165,,,,,,,,,,,100.61114049999742,100.64083490002668,101.36420449998695,right,1,0.7093348000198603,None,101.87523410003632,101.86232800001744,101.86236339999596,None,100.64083490002668,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
35,35,0,24,0,conjunction,left,,,,,left,1,0.7045253000105731,None,None,,,,,,,,,,,0,35,35,11,101.87523410003632,,,,,,,,,,,,,,,,,,,101.86257350002415,101.87523410003632,102.36314540001331,,,,,,,,,,,103.16409909998765,103.17482850002125,103.66115970001556,,,,,,,,,,,102.42571239999961,102.45781190000707,103.16402570001082,left,1,0.7045253000105731,None,103.67508680000901,103.66119590000017,103.66122380003799,None,,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
36,0,1,24,1,conjunction,right,,,,,right,1,1.0427191000198945,None,None,,,,,,,,,,,1,0,36,20,103.67508680000901,,,,,,,,,,,,,,,,,,,103.66139170003589,103.67508680000901,104.16371480003,,,,,,,,,,,105.31312340003205,105.324857300031,105.81349550001323,,,,,,,,,,,104.22762910003075,104.25752270000521,105.31305380002595,right,1,1.0427191000198945,None,,105.81355910003185,105.8136075999937,None,,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
37,1,1,4,0,conjunction,left,,,,,left,1,0.647097900044173,None,None,,,,,,,,,,,1,1,37,33,105.82485540001653,,,,,,,,,,,,,,,,,,,105.81386829999974,105.82485540001653,106.31280569999944,,,,,,,,,,,106.99525139998877,107.00753950001672,107.49439330003224,,,,,,,,,,,106.33059470000444,106.34081560000777,106.99517280003056,left,1,0.647097900044173,None,107.50792360003106,107.4944304000237,107.49445830000332,None,106.34081560000777,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
38,2,1,4,1,conjunction,right,,,,,right,1,0.6766654000384733,None,None,,,,,,,,,,,1,2,38,30,107.50792360003106,,,,,,,,,,,,,,,,,,,107.49462850001873,107.50792360003106,107.99453930003801,,,,,,,,,,,108.71084519999567,108.72426340001402,109.21138270001393,,,,,,,,,,,108.00535729998956,108.02342129999306,108.71077850001166,right,1,0.6766654000384733,None,,109.21143289998872,109.21148370002629,None,,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
39,3,1,24,1,feature,right,,,,,right,1,0.6474687999580055,None,None,,,,,,,,,,,1,3,39,14,109.22445710003376,,,,,,,,,,,,,,,,,,,109.21168270002818,109.22445710003376,109.71258829999715,,,,,,,,,,,110.44574970001122,110.4574658999918,110.94376080000075,,,,,,,,,,,109.75702690001344,109.79020160000073,110.44568689999869,right,1,0.6474687999580055,None,110.95714569999836,110.94379640003899,110.9438230000087,None,,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
40,4,1,4,0,feature,left,,,,,left,1,0.6143240999663249,None,space,1.3058122000074945,None,,,,,,,,,1,4,40,3,110.95714569999836,,,,,,,,,,,,,,,,,,,110.9439885999891,110.95714569999836,111.4445679000346,,,,,,,,,,,112.09383289999096,112.10677459998988,112.593743800011,,,,,,,,,,,111.4532955000177,111.47318020003149,112.09376080002403,left,1,0.6143240999663249,None,112.60711959999753,112.59378230001312,113.92835549998563,space,,112.60711959999753,112.60711959999753,1.3058122000074945,None,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
41,5,1,24,1,conjunction,right,,,,,right,1,0.6611666000098921,None,None,,,,,,,,,,,1,5,41,8,113.97683940001298,,,,,,,,,,,,,,,,,,,113.92859960003989,113.97683940001298,114.44530050002504,,,,,,,,,,,115.21130710002035,115.2233336000354,115.70983549999073,,,,,,,,,,,114.51187210000353,114.53947890002746,115.21124179998878,right,1,0.6611666000098921,None,115.72349060000852,115.70987680001417,115.70990760001587,None,,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
42,6,1,24,0,conjunction,left,,,,,right,0,1.0815436000120826,None,None,,,,,,,,,,,1,6,42,35,115.72349060000852,,,,,,,,,,,,,,,,,,,115.71008709998569,115.72349060000852,116.2102542000357,,,,,,,,,,,117.39461730001494,117.4066931999987,117.8957804000238,,,,,,,,,,,116.27622030000202,116.30614629999036,117.39455389999785,right,0,1.0815436000120826,None,,117.89585560001433,117.8959143999964,None,,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
43,7,1,12,0,feature,left,,,,,left,1,0.5493178000324406,None,None,,,,,,,,,,,1,7,43,16,117.9070870000287,,,,,,,,,,,,,,,,,,,117.89622920000693,117.9070870000287,118.3937956999871,,,,,,,,,,,118.99418570002308,119.00585760001559,119.49340670002857,,,,,,,,,,,118.414952000021,118.43924570002127,118.99409669998568,left,1,0.5493178000324406,None,119.50642230000813,119.49344890000066,119.49348120001378,None,118.43924570002127,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
44,8,1,4,1,feature,right,,,,,right,1,0.5905516000348143,None,None,,,,,,,,,,,1,8,44,24,119.50642230000813,,,,,,,,,,,,,,,,,,,119.49368030001642,119.50642230000813,119.99270850000903,,,,,,,,,,,120.62557329999981,120.63910520001082,121.1312215999933,,,,,,,,,,,120.0007934999885,120.02197649999289,120.62550780002493,right,1,0.5905516000348143,None,,121.1313075000071,121.13137690001167,None,120.02197649999289,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
45,9,1,12,1,feature,right,,,,,right,1,0.6778329000226222,None,None,,,,,,,,,,,1,9,45,13,121.14021590002812,,,,,,,,,,,,,,,,,,,121.13174470001832,121.14021590002812,121.62633659999119,,,,,,,,,,,122.36044419999234,122.37211110000499,122.86203369998839,,,,,,,,,,,121.6483303999994,121.67207570001483,122.36037780001061,right,1,0.6778329000226222,None,,122.86210860003484,122.86216650001006,None,121.67207570001483,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
46,10,1,12,0,feature,left,,,,,left,1,1.208109599945601,None,None,,,,,,,,,,,1,10,46,4,122.87330470001325,,,,,,,,,,,,,,,,,,,122.8624778999947,122.87330470001325,123.35963640001137,,,,,,,,,,,124.62612570001511,124.6387640000321,125.1267044999986,,,,,,,,,,,123.38332140003331,123.4048692000215,124.62605790002272,left,1,1.208109599945601,None,,125.12676630000351,125.12681190000148,None,123.4048692000215,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
47,11,1,24,1,conjunction,right,,,,,right,1,0.9413344000349753,None,None,,,,,,,,,,,1,11,47,32,125.13904949999414,,,,,,,,,,,,,,,,,,,125.12706420000177,125.13904949999414,125.62815860001137,,,,,,,,,,,126.67627420002827,126.68818510003621,127.17601200001081,,,,,,,,,,,125.69447600003332,125.72116750001442,126.67620769998757,right,1,0.9413344000349753,None,127.18869209999684,127.17605790001107,127.17609210003866,None,,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
48,12,1,4,0,conjunction,left,,,,,left,1,0.8210007000016049,None,None,,,,,,,,,,,1,12,48,9,127.18869209999684,,,,,,,,,,,,,,,,,,,127.17630200000713,127.18869209999684,127.67595130001428,,,,,,,,,,,128.52623310004128,128.53807539999252,129.02859900001204,,,,,,,,,,,127.69124960002955,127.70428499998525,128.52615320001496,left,1,0.8210007000016049,None,,129.02865930000553,129.02870339999208,None,127.70428499998525,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
49,13,1,4,1,feature,right,,,,,right,1,0.4972023000009358,None,None,,,,,,,,,,,1,13,49,12,129.03846760001034,,,,,,,,,,,,,,,,,,,129.02895180002088,129.03846760001034,129.52501929999562,,,,,,,,,,,130.05858980002813,130.07446730002994,130.57466540002497,,,,,,,,,,,129.53322829998797,129.55386769998586,130.05851390003227,right,1,0.4972023000009358,None,,130.57471300003817,130.57474539999384,None,129.55386769998586,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
50,14,1,24,0,feature,left,,,,,left,1,0.5639183999737725,None,None,,,,,,,,,,,1,14,50,17,130.58867650001775,,,,,,,,,,,,,,,,,,,130.57492760004243,130.58867650001775,131.07480430003488,,,,,,,,,,,131.70913130004192,131.72105570003623,132.21023440000135,,,,,,,,,,,131.11251950002043,131.1368900000234,131.7090669000172,left,1,0.5639183999737725,None,,132.210302099993,132.21035270002903,None,131.1368900000234,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
51,15,1,24,1,feature,right,,,,,right,1,0.5545236999751069,None,None,,,,,,,,,,,1,15,51,2,132.22175790002802,,,,,,,,,,,,,,,,,,,132.210664800019,132.22175790002802,132.70755789999384,,,,,,,,,,,133.3428965000203,133.35398760001408,133.84237319999374,,,,,,,,,,,132.74335400003474,132.77068920002785,133.3428222000366,right,1,0.5545236999751069,None,133.85428289999254,133.84242340002675,133.8424640999874,None,132.77068920002785,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
52,16,1,4,1,conjunction,right,,,,,right,1,1.4300895999767818,None,None,,,,,,,,,,,1,16,52,18,133.85428289999254,,,,,,,,,,,,,,,,,,,133.84272220003186,133.85428289999254,134.34096500003943,,,,,,,,,,,135.80986470001517,135.82093660003738,136.30890410003485,,,,,,,,,,,134.35048560000723,134.37010970001575,135.8097567000077,right,1,1.4300895999767818,None,136.3211228,136.30895070004044,136.30898620001972,None,134.37010970001575,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
53,17,1,12,1,feature,right,,,,,right,1,0.5596602999721654,None,None,,,,,,,,,,,1,17,53,1,136.3211228,,,,,,,,,,,,,,,,,,,136.30920610000612,136.3211228,136.80844749999233,,,,,,,,,,,137.4249272000161,137.43745560001116,137.92546669999138,,,,,,,,,,,136.83363180002198,136.85359190002782,137.42485020001186,right,1,0.5596602999721654,None,,137.9255311000161,137.92557700001635,None,136.85359190002782,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
54,18,1,24,0,conjunction,left,,,,,left,1,0.47689360001822934,None,None,,,,,,,,,,,1,18,54,23,137.93799920001766,,,,,,,,,,,,,,,,,,,137.92583720001858,137.93799920001766,138.4407085000421,,,,,,,,,,,139.0256654000259,139.03683500003535,139.526082700002,,,,,,,,,,,138.5032444000244,138.5361974000116,139.02559510001447,left,1,0.47689360001822934,None,,139.5261407000362,139.5261812999961,None,,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
55,19,1,12,0,conjunction,left,,,,,left,1,0.8895440999767743,None,None,,,,,,,,,,,1,19,55,10,139.5372120999964,,,,,,,,,,,,,,,,,,,139.5263984000194,139.5372120999964,140.02425439999206,,,,,,,,,,,140.99031940003624,141.00376280001365,141.48939490003977,,,,,,,,,,,140.05883210001048,140.0856268000207,140.9902566000237,left,1,0.8895440999767743,None,141.50324360001832,141.48942840000382,141.489452800015,None,140.0856268000207,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
56,20,1,24,1,feature,right,,,,,right,1,0.9813117000157945,None,None,,,,,,,,,,,1,20,56,26,141.50324360001832,,,,,,,,,,,,,,,,,,,141.4896083000349,141.50324360001832,141.99613119999412,,,,,,,,,,,143.05827560002217,143.06965750001837,143.55693590000737,,,,,,,,,,,142.04547559999628,142.0691048000008,143.05820740002673,right,1,0.9813117000157945,None,143.56968730001245,143.5569819000084,143.5570150000276,None,,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
57,21,1,24,0,feature,left,,,,,left,1,0.6061981999664567,None,None,,,,,,,,,,,1,21,57,5,143.56968730001245,,,,,,,,,,,,,,,,,,,143.5572274000151,143.56968730001245,144.05678039998747,,,,,,,,,,,144.72630979999667,144.73603520001052,145.2245266000391,,,,,,,,,,,144.09343499998795,144.11913559999084,144.7262306000339,left,1,0.6061981999664567,None,145.23643129999982,145.2245729000424,145.22460830002092,None,144.11913559999084,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
58,22,1,24,0,conjunction,left,,,,,right,0,0.5570886000059545,None,None,,,,,,,,,,,1,22,58,11,145.23643129999982,,,,,,,,,,,,,,,,,,,145.2248271999997,145.23643129999982,145.72313470003428,,,,,,,,,,,146.39048330002697,146.40278420003597,146.88945439999225,,,,,,,,,,,145.7849687000271,145.81820760003757,146.3904227000312,right,0,0.5570886000059545,None,146.9026113,146.88949319999665,146.8895208000322,None,145.81820760003757,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
59,23,1,4,0,conjunction,left,,,,,right,0,0.7575069000013173,None,None,,,,,,,,,,,1,23,59,21,146.9026113,,,,,,,,,,,,,,,,,,,146.8896959000267,146.9026113,147.389104700007,,,,,,,,,,,148.19008490000851,148.2024567000335,148.6889977999963,,,,,,,,,,,147.40104720002273,147.41836680000415,148.19000820000656,right,0,0.7575069000013173,None,148.70220699999481,148.68903459998546,148.68906130001415,None,147.41836680000415,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
60,24,1,12,1,conjunction,right,,,,,left,0,0.34158549999119714,None,space,1.4988496999721974,None,,,,,,,,,1,24,60,19,148.70220699999481,,,,,,,,,,,,,,,,,,,148.68922420003219,148.70220699999481,149.18831880000653,,,,,,,,,,,149.5947911000112,149.60300250002183,150.0901897000149,,,,,,,,,,,149.21628620004049,149.23525850003352,149.5946695000166,left,0,0.34158549999119714,None,150.1023071000236,150.0902383000357,151.6065813000314,space,149.23525850003352,150.1023071000236,150.1023071000236,1.4988496999721974,None,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
61,25,1,12,1,conjunction,right,,,,,left,0,0.4995696999831125,None,None,,,,,,,,,,,1,25,61,31,151.6191784000257,,,,,,,,,,,,,,,,,,,151.60682510002516,151.6191784000257,152.10471049998887,,,,,,,,,,,152.6557778000133,152.66843510000035,153.15969870000845,,,,,,,,,,,152.13325549999718,152.15114199998789,152.6557155000046,left,0,0.4995696999831125,None,,153.15978590003215,153.15985450003063,None,152.15114199998789,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
62,26,1,4,0,feature,left,,,,,left,1,0.5660266000195406,None,None,,,,,,,,,,,1,26,62,15,153.16926520003472,,,,,,,,,,,,,,,,,,,153.1602683000383,153.16926520003472,153.65692700003274,,,,,,,,,,,154.2551929000183,154.2683649000246,154.7561071999953,,,,,,,,,,,153.6669116000412,153.68435739999404,154.2551295000012,left,1,0.5660266000195406,None,,154.7561660000356,154.75620770000387,None,153.68435739999404,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
63,27,1,12,1,conjunction,right,,,,,left,0,0.5988708999939263,None,None,,,,,,,,,,,1,27,63,7,154.76827290002257,,,,,,,,,,,,,,,,,,,154.75642410002183,154.76827290002257,155.25594950001687,,,,,,,,,,,155.90579759998946,155.9181848000153,156.40421190002235,,,,,,,,,,,155.2877039000159,155.3014705000096,155.90572500001872,left,0,0.5988708999939263,None,156.41752680001082,156.4042495000176,156.4042780000018,None,155.3014705000096,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
64,28,1,12,0,conjunction,left,,,,,right,0,0.7835510000004433,None,None,,,,,,,,,,,1,28,64,34,156.41752680001082,,,,,,,,,,,,,,,,,,,156.40446260001045,156.41752680001082,156.9047833000077,,,,,,,,,,,157.75586229999317,157.76797650003573,158.25565100001404,,,,,,,,,,,156.9399478000123,156.9670296999975,157.75579429999925,right,0,0.7835510000004433,None,158.26772160001565,158.255692500039,158.2557245999924,None,,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
65,29,1,12,0,feature,left,,,,,left,1,0.9130087000085041,None,None,,,,,,,,,,,1,29,65,28,158.26772160001565,,,,,,,,,,,,,,,,,,,158.2559274000232,158.26772160001565,158.75656370003708,,,,,,,,,,,159.7217867000145,159.73435049998807,160.22146160004195,,,,,,,,,,,158.77804840001045,158.80002279998735,159.72171610000078,left,1,0.9130087000085041,None,160.23446440004045,160.2215026000049,160.2215347000165,None,,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
66,30,1,4,1,feature,right,,,,,right,1,0.49967970000579953,None,None,,,,,,,,,,,1,30,66,0,160.23446440004045,,,,,,,,,,,,,,,,,,,160.22173290001228,160.23446440004045,160.72151340002893,,,,,,,,,,,161.25481890002266,161.26732530002482,161.75576430000365,,,,,,,,,,,160.73089599999366,160.75083690002793,161.25474160001613,right,1,0.49967970000579953,None,,161.75583059998462,161.7558788000024,None,160.75083690002793,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
67,31,1,24,0,feature,left,,,,,left,1,1.0675981999957003,None,None,,,,,,,,,,,1,31,67,29,161.7685936000198,,,,,,,,,,,,,,,,,,,161.75613900000462,161.7685936000198,162.25670399999944,,,,,,,,,,,163.40559889998985,163.4167794000241,163.90394799999194,,,,,,,,,,,162.30352560000028,162.33342819998506,163.40552500000922,left,1,1.0675981999957003,None,163.91730600001756,163.90398990001995,163.9040208000224,None,,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
68,32,1,4,0,feature,left,,,,,left,1,0.5549428000231273,None,None,,,,,,,,,,,1,32,68,27,163.91730600001756,,,,,,,,,,,,,,,,,,,163.90423049998935,163.91730600001756,164.40448930003913,,,,,,,,,,,165.0028543000226,165.01682200003415,165.50685900001554,,,,,,,,,,,164.41499970003497,164.43318890000228,165.0027890999918,left,1,0.5549428000231273,None,,165.50693989999127,165.50700149999466,None,,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
69,33,1,4,1,conjunction,right,,,,,right,1,0.5563217999879271,None,None,,,,,,,,,,,1,33,69,6,165.51730300002964,,,,,,,,,,,,,,,,,,,165.5073388000019,165.51730300002964,166.00306389998877,,,,,,,,,,,166.6069021000294,166.61725930002285,167.1047855000361,,,,,,,,,,,166.0125951000373,166.03231450001476,166.6067792000249,right,1,0.5563217999879271,None,167.1170902000158,167.1048359000124,167.1048760000267,None,166.03231450001476,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
70,34,1,12,0,conjunction,left,,,,,left,1,0.6850172000122257,None,None,,,,,,,,,,,1,34,70,22,167.1170902000158,,,,,,,,,,,,,,,,,,,167.10511830000905,167.1170902000158,167.60481039999286,,,,,,,,,,,168.35704420000548,168.36666560004232,168.8525937999948,,,,,,,,,,,167.64488869998604,167.6658039999893,168.35693880001782,left,1,0.6850172000122257,None,168.8661613999866,168.85262900003,168.8526542999898,None,167.6658039999893,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
71,35,1,12,1,feature,right,,,,,right,1,0.5391117999679409,None,None,,,,,,,,,,,1,35,71,25,168.8661613999866,,,,,,,,,,,,,,,,,,,168.85281900002155,168.8661613999866,169.35429450002266,,,,,,,,,,,169.95375330001116,169.9663270000019,170.45391989999916,,,,,,,,,,,169.37848459999077,169.3992815000238,169.95368610002333,right,1,0.5391117999679409,None,,170.45397510001203,170.4540148000233,None,,,,,,,,,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.45415440003853,170.4813453000388,173.4547338000266,pilot,001,2026-04-19_21h11.32.483,midterm_project,,2026.1.1,59.80349766099708,2026-04-19 21h11.32.702471 +0800,
